driver_number,broadcast_name,country_code_x,year,session_name,date_start,time_start,date_end,time_end,gmt_offset,starting_position,wins_before,pit_stops_count,avg_pit_stop_duration,qualifying_position,position_category
63,G RUSSELL,GBR,2024,Race,2024-06-09,18:00:00,2024-06-09,20:00:00,-04:00:00,1,0,3,25.833333333333332,3,top3
77,V BOTTAS,FIN,2024,Race,2024-06-09,18:00:00,2024-06-09,20:00:00,-04:00:00,19,0,1,24.9,13,no_points
81,O PIASTRI,AUS,2024,Race,2024-06-09,18:00:00,2024-06-09,20:00:00,-04:00:00,4,0,2,23.65,5,points
1,M VERSTAPPEN,NED,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,2,31,2,21.9,1,winner
2,L SARGEANT,USA,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,19,0,2,22.45,2,no_points
3,D RICCIARDO,AUS,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,18,0,2,22.200000000000003,3,no_points
4,L NORRIS,GBR,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,1,2,2,22.1,4,top3
10,P GASLY,FRA,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,7,0,2,23.8,5,points
11,S PEREZ,MEX,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,11,3,3,21.633333333333336,6,points
14,F ALONSO,ESP,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,10,0,2,22.2,7,no_points
16,C LECLERC,MON,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,5,1,2,21.9,8,points
18,L STROLL,CAN,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,14,0,2,22.55,9,no_points
20,K MAGNUSSEN,DEN,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,16,0,2,26.1,10,no_points
22,Y TSUNODA,JPN,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,17,0,3,22.166666666666668,11,no_points
23,A ALBON,THA,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,20,0,2,22.5,12,no_points
24,G ZHOU,CHN,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,15,0,2,23.35,13,no_points
27,N HULKENBERG,GER,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,13,0,2,22.6,14,no_points
31,E OCON,FRA,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,8,0,2,21.85,15,points
44,L HAMILTON,GBR,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,3,0,2,21.700000000000003,16,top3
55,C SAINZ,ESP,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,6,2,2,22.15,17,points
63,G RUSSELL,GBR,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,4,0,2,23.85,18,points
77,V BOTTAS,FIN,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,12,0,2,22.799999999999997,19,no_points
81,O PIASTRI,AUS,2024,Race,2024-06-23,13:00:00,2024-06-23,15:00:00,02:00:00,9,0,2,22.299999999999997,20,points
1,M VERSTAPPEN,NED,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,1,32,0,0.0,1,points
1,M VERSTAPPEN,NED,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,1,32,0,0.0,1,points
2,L SARGEANT,USA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,19,0,0,0.0,20,no_points
2,L SARGEANT,USA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,19,0,0,0.0,20,no_points
3,D RICCIARDO,AUS,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,11,0,0,0.0,16,points
3,D RICCIARDO,AUS,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,11,0,0,0.0,16,points
4,L NORRIS,GBR,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,2,2,0,0.0,13,no_points
4,L NORRIS,GBR,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,2,2,0,0.0,13,no_points
10,P GASLY,FRA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,13,0,0,0.0,11,points
10,P GASLY,FRA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,13,0,0,0.0,11,points
11,S PEREZ,MEX,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,8,3,0,0.0,12,points
11,S PEREZ,MEX,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,8,3,0,0.0,12,points
14,F ALONSO,ESP,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,15,0,0,0.0,10,no_points
14,F ALONSO,ESP,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,15,0,0,0.0,10,no_points
16,C LECLERC,MON,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,6,1,0,0.0,3,no_points
16,C LECLERC,MON,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,6,1,0,0.0,3,no_points
18,L STROLL,CAN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,17,0,0,0.0,7,no_points
18,L STROLL,CAN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,17,0,0,0.0,7,no_points
20,K MAGNUSSEN,DEN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,12,0,0,0.0,19,points
20,K MAGNUSSEN,DEN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,12,0,0,0.0,19,points
22,Y TSUNODA,JPN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,14,0,0,0.0,9,no_points
22,Y TSUNODA,JPN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,14,0,0,0.0,9,no_points
23,A ALBON,THA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,16,0,0,0.0,18,no_points
23,A ALBON,THA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,16,0,0,0.0,18,no_points
24,G ZHOU,CHN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,20,0,0,0.0,14,no_points
24,G ZHOU,CHN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,20,0,0,0.0,14,no_points
27,N HULKENBERG,GER,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,9,0,0,0.0,17,points
27,N HULKENBERG,GER,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,9,0,0,0.0,17,points
31,E OCON,FRA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,10,0,0,0.0,6,no_points
31,E OCON,FRA,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,10,0,0,0.0,6,no_points
44,L HAMILTON,GBR,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,5,0,0,0.0,5,points
44,L HAMILTON,GBR,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,5,0,0,0.0,5,points
55,C SAINZ,ESP,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,4,2,0,0.0,4,top3
55,C SAINZ,ESP,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,4,2,0,0.0,4,top3
63,G RUSSELL,GBR,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,3,0,0,0.0,8,winner
63,G RUSSELL,GBR,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,3,1,0,0.0,8,winner
77,V BOTTAS,FIN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,18,0,0,0.0,15,no_points
77,V BOTTAS,FIN,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,18,0,0,0.0,15,no_points
81,O PIASTRI,AUS,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,7,0,0,0.0,2,top3
81,O PIASTRI,AUS,2024,Sprint,2024-06-29,10:00:00,2024-06-29,10:30:00,02:00:00,7,0,0,0.0,2,top3
1,M VERSTAPPEN,NED,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,1,32,3,23.433333333333334,1,points
1,M VERSTAPPEN,NED,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,1,32,3,23.433333333333334,1,points
2,L SARGEANT,USA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,19,0,3,25.400000000000002,20,no_points
2,L SARGEANT,USA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,19,0,3,25.400000000000002,20,no_points
3,D RICCIARDO,AUS,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,11,0,2,21.25,16,points
3,D RICCIARDO,AUS,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,11,0,2,21.25,16,points
4,L NORRIS,GBR,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,2,2,2,21.5,13,no_points
4,L NORRIS,GBR,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,2,2,2,21.5,13,no_points
10,P GASLY,FRA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,13,0,2,21.7,11,points
10,P GASLY,FRA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,13,0,2,21.7,11,points
11,S PEREZ,MEX,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,8,3,2,24.35,12,points
11,S PEREZ,MEX,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,8,3,2,24.35,12,points
14,F ALONSO,ESP,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,15,0,3,25.899999999999995,10,no_points
14,F ALONSO,ESP,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,15,0,3,25.899999999999995,10,no_points
16,C LECLERC,MON,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,6,1,4,24.15,3,no_points
16,C LECLERC,MON,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,6,1,4,24.15,3,no_points
18,L STROLL,CAN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,17,0,2,21.3,7,no_points
18,L STROLL,CAN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,17,0,2,21.3,7,no_points
20,K MAGNUSSEN,DEN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,12,0,2,21.65,19,points
20,K MAGNUSSEN,DEN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,12,0,2,21.65,19,points
22,Y TSUNODA,JPN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,14,0,2,22.299999999999997,9,no_points
22,Y TSUNODA,JPN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,14,0,2,22.299999999999997,9,no_points
23,A ALBON,THA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,16,0,2,21.700000000000003,18,no_points
23,A ALBON,THA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,16,0,2,21.700000000000003,18,no_points
24,G ZHOU,CHN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,20,0,2,22.3,14,no_points
24,G ZHOU,CHN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,20,0,2,22.3,14,no_points
27,N HULKENBERG,GER,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,9,0,2,22.05,17,points
27,N HULKENBERG,GER,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,9,0,2,22.05,17,points
31,E OCON,FRA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,10,0,2,21.7,6,no_points
31,E OCON,FRA,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,10,0,2,21.7,6,no_points
44,L HAMILTON,GBR,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,5,0,2,24.35,5,points
44,L HAMILTON,GBR,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,5,0,2,24.35,5,points
55,C SAINZ,ESP,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,4,2,2,21.2,4,top3
55,C SAINZ,ESP,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,4,2,2,21.2,4,top3
63,G RUSSELL,GBR,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,3,0,2,21.4,8,winner
63,G RUSSELL,GBR,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,3,1,2,21.4,8,winner
77,V BOTTAS,FIN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,18,0,2,21.9,15,no_points
77,V BOTTAS,FIN,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,18,0,2,21.9,15,no_points
81,O PIASTRI,AUS,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,7,0,2,20.799999999999997,2,top3
81,O PIASTRI,AUS,2024,Race,2024-06-30,13:00:00,2024-06-30,15:00:00,02:00:00,7,0,2,20.799999999999997,2,top3
1,M VERSTAPPEN,NED,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,4,32,2,28.65,1,top3
2,L SARGEANT,USA,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,12,0,2,31.099999999999998,2,no_points
3,D RICCIARDO,AUS,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,15,0,2,29.3,3,no_points
4,L NORRIS,GBR,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,3,2,2,29.450000000000003,4,top3
10,P GASLY,FRA,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,19,0,0,0.0,5,no_points
11,S PEREZ,MEX,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,20,3,4,29.674999999999997,6,no_points
14,F ALONSO,ESP,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,10,0,2,29.450000000000003,7,points
16,C LECLERC,MON,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,11,1,3,28.900000000000002,8,no_points
18,L STROLL,CAN,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,8,0,2,29.2,9,points
20,K MAGNUSSEN,DEN,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,17,0,2,30.05,10,no_points
22,Y TSUNODA,JPN,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,13,0,2,29.8,11,points
23,A ALBON,THA,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,9,0,2,32.05,12,points
24,G ZHOU,CHN,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,14,0,4,30.25,13,no_points
27,N HULKENBERG,GER,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,6,0,2,29.799999999999997,14,points
31,E OCON,FRA,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,18,0,4,28.7,15,no_points
44,L HAMILTON,GBR,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,2,0,2,29.45,16,winner
55,C SAINZ,ESP,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,7,2,3,28.933333333333334,17,points
63,G RUSSELL,GBR,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,1,2,1,32.0,18,no_points
77,V BOTTAS,FIN,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,16,0,2,31.05,19,no_points
81,O PIASTRI,AUS,2024,Race,2024-07-07,14:00:00,2024-07-07,16:00:00,01:00:00,5,0,2,29.35,20,points
1,M VERSTAPPEN,NED,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,3,32,2,21.700000000000003,3,points
2,L SARGEANT,USA,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,14,0,3,21.633333333333336,16,no_points
3,D RICCIARDO,AUS,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,9,0,2,21.15,6,no_points
4,L NORRIS,GBR,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,1,2,2,21.5,1,top3
10,P GASLY,FRA,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,20,0,1,21.4,18,no_points
11,S PEREZ,MEX,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,16,3,2,21.15,13,points
14,F ALONSO,ESP,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,7,0,2,22.15,14,no_points
16,C LECLERC,MON,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,6,1,2,21.75,11,points
18,L STROLL,CAN,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,8,0,2,22.7,15,points
20,K MAGNUSSEN,DEN,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,15,0,2,22.15,19,no_points
22,Y TSUNODA,JPN,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,10,0,1,21.4,9,points
23,A ALBON,THA,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,13,0,2,22.7,7,no_points
24,G ZHOU,CHN,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,18,0,2,22.0,17,no_points
27,N HULKENBERG,GER,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,11,0,2,22.299999999999997,8,no_points
31,E OCON,FRA,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,19,0,3,21.5,20,no_points
44,L HAMILTON,GBR,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,5,1,2,21.6,10,top3
55,C SAINZ,ESP,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,4,2,2,21.5,5,points
63,G RUSSELL,GBR,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,17,2,2,21.3,4,points
77,V BOTTAS,FIN,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,12,0,2,22.0,12,no_points
81,O PIASTRI,AUS,2024,Race,2024-07-21,13:00:00,2024-07-21,15:00:00,02:00:00,2,0,2,21.700000000000003,2,winner
1,M VERSTAPPEN,NED,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,11,32,2,23.049999999999997,1,points
2,L SARGEANT,USA,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,18,0,2,23.450000000000003,17,no_points
3,D RICCIARDO,AUS,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,13,0,2,22.450000000000003,14,no_points
4,L NORRIS,GBR,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,4,2,2,22.6,4,points
10,P GASLY,FRA,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,12,0,2,22.85,3,no_points
11,S PEREZ,MEX,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,2,3,3,22.600000000000005,10,points
14,F ALONSO,ESP,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,8,0,1,23.0,13,points
16,C LECLERC,MON,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,1,1,2,23.1,6,points
18,L STROLL,CAN,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,15,0,1,23.0,7,no_points
20,K MAGNUSSEN,DEN,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,17,0,1,23.6,20,no_points
22,Y TSUNODA,JPN,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,20,0,1,23.4,15,no_points
23,A ALBON,THA,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,10,0,2,23.35,11,no_points
24,G ZHOU,CHN,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,19,0,0,0.0,16,no_points
27,N HULKENBERG,GER,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,16,0,2,23.35,12,no_points
31,E OCON,FRA,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,9,0,2,23.4,5,points
44,L HAMILTON,GBR,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,3,1,2,22.9,9,top3
55,C SAINZ,ESP,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,7,2,2,23.0,19,points
63,G RUSSELL,GBR,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,6,2,1,22.6,18,winner
77,V BOTTAS,FIN,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,14,0,2,23.0,8,no_points
81,O PIASTRI,AUS,2024,Race,2024-07-28,13:00:00,2024-07-28,15:00:00,02:00:00,5,1,2,23.35,2,top3
1,M VERSTAPPEN,NED,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,2,32,1,20.7,1,top3
2,L SARGEANT,USA,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,18,0,1,22.0,2,no_points
3,D RICCIARDO,AUS,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,13,0,1,20.9,3,no_points
4,L NORRIS,GBR,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,1,2,1,21.5,4,winner
10,P GASLY,FRA,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,9,0,1,22.6,5,points
11,S PEREZ,MEX,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,5,3,1,22.9,6,points
14,F ALONSO,ESP,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,7,0,1,21.3,7,points
16,C LECLERC,MON,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,6,1,1,20.8,8,top3
18,L STROLL,CAN,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,8,0,1,21.3,9,no_points
20,K MAGNUSSEN,DEN,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,20,0,1,21.4,10,no_points
22,Y TSUNODA,JPN,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,11,0,2,21.0,11,no_points
23,A ALBON,THA,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,19,0,2,21.1,12,no_points
24,G ZHOU,CHN,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,17,0,2,21.6,13,no_points
27,N HULKENBERG,GER,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,12,0,1,21.6,14,no_points
31,E OCON,FRA,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,15,0,1,21.0,15,no_points
44,L HAMILTON,GBR,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,14,1,2,21.05,16,points
55,C SAINZ,ESP,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,10,2,1,20.8,17,points
63,G RUSSELL,GBR,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,4,3,2,21.450000000000003,18,points
77,V BOTTAS,FIN,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,16,0,2,21.1,19,no_points
81,O PIASTRI,AUS,2024,Race,2024-08-25,13:00:00,2024-08-25,15:00:00,02:00:00,3,1,1,20.9,20,points
1,M VERSTAPPEN,NED,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,7,32,2,26.1,6,points
3,D RICCIARDO,AUS,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,12,0,1,30.3,12,no_points
4,L NORRIS,GBR,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,1,3,2,24.450000000000003,5,top3
10,P GASLY,FRA,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,14,0,2,24.25,14,no_points
11,S PEREZ,MEX,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,8,3,2,24.35,18,points
14,F ALONSO,ESP,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,11,0,2,24.65,11,no_points
16,C LECLERC,MON,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,4,1,1,24.5,3,winner
18,L STROLL,CAN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,17,0,3,24.766666666666666,15,no_points
20,K MAGNUSSEN,DEN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,13,0,1,25.6,16,points
22,Y TSUNODA,JPN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,16,0,0,0.0,13,no_points
23,A ALBON,THA,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,9,0,1,24.8,8,points
24,G ZHOU,CHN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,20,0,1,27.1,20,no_points
27,N HULKENBERG,GER,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,10,0,2,37.65,10,no_points
31,E OCON,FRA,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,15,0,1,24.1,17,no_points
43,F COLAPINTO,ARG,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,18,0,1,25.1,9,no_points
44,L HAMILTON,GBR,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,6,1,2,24.25,1,points
55,C SAINZ,ESP,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,5,2,1,24.3,7,points
63,G RUSSELL,GBR,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,3,3,2,29.4,2,points
77,V BOTTAS,FIN,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,19,0,1,24.4,19,no_points
81,O PIASTRI,AUS,2024,Race,2024-09-01,13:00:00,2024-09-01,15:00:00,02:00:00,2,1,2,24.15,4,top3
1,M VERSTAPPEN,NED,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,6,32,2,20.9,1,points
3,D RICCIARDO,AUS,2024,Race,2024-09-15,11:00:00,2024-09-15,13:00:00,04:00:00,14,0,1,21.9,2,no_points
