driver_number,broadcast_name,country_code_x,year,session_name,date_start,time_start,date_end,time_end,gmt_offset,starting_position,wins_before,pit_stops_count,avg_pit_stop_duration,qualifying_position,position_category
11,S PEREZ,MEX,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,5,3,4,647.575,4,no_points
14,F ALONSO,ESP,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,10,0,2,24.1,9,points
16,C LECLERC,MON,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,4,0,2,23.0,5,points
18,L STROLL,CAN,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,17,0,1,23.4,19,no_points
20,K MAGNUSSEN,DEN,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,15,0,2,23.8,12,no_points
22,Y TSUNODA,JPN,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,9,0,2,23.1,14,no_points
23,A ALBON,THA,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,13,0,2,51.1,18,no_points
24,G ZHOU,CHN,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,19,0,3,29.7,10,no_points
27,N HULKENBERG,GER,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,18,0,3,23.46666666666667,15,no_points
31,E OCON,FRA,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,14,0,2,25.35,13,points
40,L LAWSON,NZL,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,11,0,2,23.35,17,no_points
44,L HAMILTON,GBR,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,7,0,2,24.200000000000003,7,points
55,C SAINZ,ESP,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,6,1,2,23.15,6,points
63,G RUSSELL,GBR,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,8,0,1,24.0,8,points
77,V BOTTAS,FIN,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,16,0,2,54.65,11,no_points
81,O PIASTRI,AUS,2023,Race,2023-09-24,05:00:00,2023-09-24,07:00:00,09:00:00,2,0,2,23.75,3,top3
1,M VERSTAPPEN,NED,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,3,19,3,417.93333333333334,1,winner
2,L SARGEANT,USA,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,19,0,2,625.8000000000001,11,no_points
3,D RICCIARDO,AUS,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,4,0,2,619.75,9,points
4,L NORRIS,GBR,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,17,0,3,424.06666666666666,8,points
10,P GASLY,FRA,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,11,0,2,624.0999999999999,18,no_points
11,S PEREZ,MEX,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,5,3,0,0.0,3,no_points
14,F ALONSO,ESP,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,13,0,2,626.3,17,no_points
16,C LECLERC,MON,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,1,0,2,616.35,13,top3
18,L STROLL,CAN,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,20,0,2,626.05,14,no_points
20,K MAGNUSSEN,DEN,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,16,0,1,23.6,19,no_points
22,Y TSUNODA,JPN,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,18,0,2,624.05,7,no_points
23,A ALBON,THA,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,14,0,2,625.75,2,points
24,G ZHOU,CHN,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,10,0,2,626.15,12,no_points
27,N HULKENBERG,GER,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,12,0,2,621.4499999999999,16,no_points
31,E OCON,FRA,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,15,0,1,1226.2,20,points
44,L HAMILTON,GBR,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,6,0,2,617.5500000000001,10,top3
55,C SAINZ,ESP,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,2,1,2,618.7,15,points
63,G RUSSELL,GBR,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,8,0,2,620.25,4,points
77,V BOTTAS,FIN,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,9,0,2,626.4499999999999,6,no_points
81,O PIASTRI,AUS,2023,Race,2023-10-29,20:00:00,2023-10-29,22:00:00,-06:00:00,7,0,2,621.35,5,points
1,M VERSTAPPEN,NED,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,2,22,2,23.950000000000003,4,winner
2,L SARGEANT,USA,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,6,0,1,21.3,3,no_points
3,D RICCIARDO,AUS,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,14,0,1,22.2,20,no_points
4,L NORRIS,GBR,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,15,0,0,0.0,11,no_points
10,P GASLY,FRA,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,4,0,1,22.2,19,no_points
11,S PEREZ,MEX,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,11,3,2,27.5,5,top3
14,F ALONSO,ESP,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,9,0,2,26.25,7,points
16,C LECLERC,MON,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,1,0,1,22.5,16,top3
18,L STROLL,CAN,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,19,0,2,22.35,13,points
20,K MAGNUSSEN,DEN,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,8,0,2,21.700000000000003,10,no_points
22,Y TSUNODA,JPN,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,20,0,2,20.700000000000003,18,no_points
23,A ALBON,THA,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,5,0,1,21.2,6,no_points
24,G ZHOU,CHN,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,17,0,1,22.1,15,no_points
27,N HULKENBERG,GER,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,13,0,2,23.75,12,no_points
31,E OCON,FRA,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,16,0,1,21.7,14,points
44,L HAMILTON,GBR,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,10,0,2,23.75,8,points
55,C SAINZ,ESP,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,12,1,2,21.9,17,points
63,G RUSSELL,GBR,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,3,0,2,21.549999999999997,1,points
77,V BOTTAS,FIN,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,7,0,2,32.7,9,no_points
81,O PIASTRI,AUS,2023,Race,2023-11-19,06:00:00,2023-11-19,08:00:00,-08:00:00,18,0,2,21.85,2,points
1,M VERSTAPPEN,NED,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,1,23,2,21.4,6,winner
2,L SARGEANT,USA,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,20,0,2,21.950000000000003,8,no_points
3,D RICCIARDO,AUS,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,15,0,2,21.65,18,no_points
4,L NORRIS,GBR,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,5,0,2,22.7,2,points
10,P GASLY,FRA,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,10,0,2,23.2,13,no_points
11,S PEREZ,MEX,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,9,3,2,21.299999999999997,11,points
14,F ALONSO,ESP,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,7,0,2,22.1,14,points
16,C LECLERC,MON,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,2,0,2,21.549999999999997,5,top3
18,L STROLL,CAN,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,13,0,2,21.700000000000003,15,points
20,K MAGNUSSEN,DEN,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,17,0,2,22.4,19,no_points
22,Y TSUNODA,JPN,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,6,0,1,21.4,9,points
23,A ALBON,THA,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,14,0,2,22.0,4,no_points
24,G ZHOU,CHN,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,19,0,2,22.55,10,no_points
27,N HULKENBERG,GER,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,8,0,2,21.9,17,no_points
31,E OCON,FRA,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,12,0,1,22.1,7,no_points
44,L HAMILTON,GBR,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,11,0,2,22.05,12,points
55,C SAINZ,ESP,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,16,1,2,21.35,20,no_points
63,G RUSSELL,GBR,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,4,0,2,21.8,1,top3
77,V BOTTAS,FIN,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,18,0,1,22.6,16,no_points
81,O PIASTRI,AUS,2023,Race,2023-11-26,13:00:00,2023-11-26,15:00:00,04:00:00,3,0,2,21.35,3,points
1,M VERSTAPPEN,NED,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,1,20,0,0.0,16,winner
1,M VERSTAPPEN,NED,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,1,21,0,0.0,16,winner
2,L SARGEANT,USA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,19,0,0,0.0,9,no_points
2,L SARGEANT,USA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,19,0,0,0.0,9,no_points
3,D RICCIARDO,AUS,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,17,0,0,0.0,14,no_points
3,D RICCIARDO,AUS,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,17,0,0,0.0,14,no_points
4,L NORRIS,GBR,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,6,0,0,0.0,19,top3
4,L NORRIS,GBR,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,6,0,0,0.0,19,top3
10,P GASLY,FRA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,15,0,0,0.0,7,points
10,P GASLY,FRA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,15,0,0,0.0,7,points
11,S PEREZ,MEX,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,9,3,0,0.0,18,points
11,S PEREZ,MEX,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,9,3,0,0.0,18,points
14,F ALONSO,ESP,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,4,0,0,0.0,11,top3
14,F ALONSO,ESP,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,4,0,0,0.0,11,top3
16,C LECLERC,MON,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,2,0,0,0.0,2,no_points
16,C LECLERC,MON,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,2,0,0,0.0,2,no_points
18,L STROLL,CAN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,3,0,0,0.0,6,points
18,L STROLL,CAN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,3,0,0,0.0,6,points
20,K MAGNUSSEN,DEN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,12,0,0,0.0,10,no_points
20,K MAGNUSSEN,DEN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,12,0,0,0.0,10,no_points
22,Y TSUNODA,JPN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,16,0,0,0.0,13,points
22,Y TSUNODA,JPN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,16,0,0,0.0,13,points
23,A ALBON,THA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,13,0,0,0.0,5,no_points
23,A ALBON,THA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,13,0,0,0.0,5,no_points
24,G ZHOU,CHN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,20,0,0,0.0,8,no_points
24,G ZHOU,CHN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,20,0,0,0.0,8,no_points
27,N HULKENBERG,GER,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,11,0,0,0.0,4,no_points
27,N HULKENBERG,GER,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,11,0,0,0.0,4,no_points
31,E OCON,FRA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,14,0,0,0.0,15,points
31,E OCON,FRA,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,14,0,0,0.0,15,points
44,L HAMILTON,GBR,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,5,0,0,0.0,12,points
44,L HAMILTON,GBR,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,5,0,0,0.0,12,points
55,C SAINZ,ESP,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,7,1,0,0.0,1,points
55,C SAINZ,ESP,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,7,1,0,0.0,1,points
63,G RUSSELL,GBR,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,8,0,0,0.0,3,no_points
63,G RUSSELL,GBR,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,8,0,0,0.0,3,no_points
77,V BOTTAS,FIN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,18,0,0,0.0,17,no_points
77,V BOTTAS,FIN,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,18,0,0,0.0,17,no_points
81,O PIASTRI,AUS,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,10,0,0,0.0,20,no_points
81,O PIASTRI,AUS,2023,Sprint,2023-11-04,18:30:00,2023-11-04,19:00:00,-03:00:00,10,0,0,0.0,20,no_points
1,M VERSTAPPEN,NED,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,1,20,4,366.825,16,winner
1,M VERSTAPPEN,NED,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,1,21,4,366.825,16,winner
2,L SARGEANT,USA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,19,0,4,374.25000000000006,9,no_points
2,L SARGEANT,USA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,19,0,4,374.25000000000006,9,no_points
3,D RICCIARDO,AUS,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,17,0,4,414.2,14,no_points
3,D RICCIARDO,AUS,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,17,0,4,414.2,14,no_points
4,L NORRIS,GBR,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,6,0,4,367.825,19,top3
4,L NORRIS,GBR,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,6,0,4,367.825,19,top3
10,P GASLY,FRA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,15,0,4,371.475,7,points
10,P GASLY,FRA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,15,0,4,371.475,7,points
11,S PEREZ,MEX,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,9,3,4,369.775,18,points
11,S PEREZ,MEX,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,9,3,4,369.775,18,points
14,F ALONSO,ESP,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,4,0,4,368.625,11,top3
14,F ALONSO,ESP,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,4,0,4,368.625,11,top3
16,C LECLERC,MON,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,2,0,0,0.0,2,no_points
16,C LECLERC,MON,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,2,0,0,0.0,2,no_points
18,L STROLL,CAN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,3,0,4,369.27500000000003,6,points
18,L STROLL,CAN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,3,0,4,369.27500000000003,6,points
20,K MAGNUSSEN,DEN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,12,0,0,0.0,10,no_points
20,K MAGNUSSEN,DEN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,12,0,0,0.0,10,no_points
22,Y TSUNODA,JPN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,16,0,4,371.70000000000005,13,points
22,Y TSUNODA,JPN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,16,0,4,371.70000000000005,13,points
23,A ALBON,THA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,13,0,0,0.0,5,no_points
23,A ALBON,THA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,13,0,0,0.0,5,no_points
24,G ZHOU,CHN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,20,0,3,488.3333333333334,8,no_points
24,G ZHOU,CHN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,20,0,3,488.3333333333334,8,no_points
27,N HULKENBERG,GER,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,11,0,4,375.85,4,no_points
27,N HULKENBERG,GER,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,11,0,4,375.85,4,no_points
31,E OCON,FRA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,14,0,5,301.76000000000005,15,points
31,E OCON,FRA,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,14,0,5,301.76000000000005,15,points
44,L HAMILTON,GBR,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,5,0,4,368.075,12,points
44,L HAMILTON,GBR,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,5,0,4,368.075,12,points
55,C SAINZ,ESP,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,7,1,4,370.975,1,points
55,C SAINZ,ESP,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,7,1,4,370.975,1,points
63,G RUSSELL,GBR,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,8,0,4,369.725,3,no_points
63,G RUSSELL,GBR,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,8,0,4,369.725,3,no_points
77,V BOTTAS,FIN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,18,0,3,487.59999999999997,17,no_points
77,V BOTTAS,FIN,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,18,0,3,487.59999999999997,17,no_points
81,O PIASTRI,AUS,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,10,0,4,417.3,20,no_points
81,O PIASTRI,AUS,2023,Race,2023-11-05,17:00:00,2023-11-05,19:00:00,-03:00:00,10,0,4,417.3,20,no_points
1,M VERSTAPPEN,NED,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,6,17,0,0.0,1,winner
1,M VERSTAPPEN,NED,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,6,18,0,0.0,1,winner
2,L SARGEANT,USA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,16,0,0,0.0,11,no_points
2,L SARGEANT,USA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,16,0,0,0.0,11,no_points
3,D RICCIARDO,AUS,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,14,0,0,0.0,14,no_points
3,D RICCIARDO,AUS,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,14,0,0,0.0,14,no_points
4,L NORRIS,GBR,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,2,0,0,0.0,15,top3
4,L NORRIS,GBR,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,2,0,0,0.0,15,top3
10,P GASLY,FRA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,7,0,0,0.0,10,points
10,P GASLY,FRA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,7,0,0,0.0,10,points
11,S PEREZ,MEX,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,9,3,0,0.0,4,points
11,S PEREZ,MEX,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,9,3,0,0.0,4,points
14,F ALONSO,ESP,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,19,0,0,0.0,18,no_points
14,F ALONSO,ESP,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,19,0,0,0.0,18,no_points
16,C LECLERC,MON,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,1,0,0,0.0,2,points
16,C LECLERC,MON,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,1,0,0,0.0,2,points
18,L STROLL,CAN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,20,0,0,0.0,20,points
18,L STROLL,CAN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,20,0,0,0.0,20,points
20,K MAGNUSSEN,DEN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,17,0,0,0.0,5,no_points
20,K MAGNUSSEN,DEN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,17,0,0,0.0,5,no_points
22,Y TSUNODA,JPN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,11,0,0,0.0,13,points
22,Y TSUNODA,JPN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,11,0,0,0.0,13,points
23,A ALBON,THA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,15,0,0,0.0,7,no_points
23,A ALBON,THA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,15,0,0,0.0,7,no_points
24,G ZHOU,CHN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,12,0,0,0.0,16,no_points
24,G ZHOU,CHN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,12,0,0,0.0,16,no_points
27,N HULKENBERG,GER,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,18,0,0,0.0,9,no_points
27,N HULKENBERG,GER,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,18,0,0,0.0,9,no_points
31,E OCON,FRA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,8,0,0,0.0,12,no_points
31,E OCON,FRA,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,8,0,0,0.0,12,no_points
44,L HAMILTON,GBR,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,3,0,0,0.0,3,top3
44,L HAMILTON,GBR,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,3,0,0,0.0,3,top3
55,C SAINZ,ESP,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,4,1,0,0.0,8,points
55,C SAINZ,ESP,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,4,1,0,0.0,8,points
63,G RUSSELL,GBR,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,5,0,0,0.0,6,points
63,G RUSSELL,GBR,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,5,0,0,0.0,6,points
77,V BOTTAS,FIN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,13,0,0,0.0,17,no_points
77,V BOTTAS,FIN,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,13,0,0,0.0,17,no_points
81,O PIASTRI,AUS,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,10,0,0,0.0,19,no_points
81,O PIASTRI,AUS,2023,Sprint,2023-10-21,22:00:00,2023-10-21,23:00:00,-05:00:00,10,0,0,0.0,19,no_points
1,M VERSTAPPEN,NED,2023,Race,2023-10-22,19:00:00,2023-10-22,21:00:00,-05:00:00,6,17,2,24.299999999999997,1,winner
1,M VERSTAPPEN,NED,2023,Race,2023-10-22,19:00:00,2023-10-22,21:00:00,-05:00:00,6,18,2,24.299999999999997,1,winner
2,L SARGEANT,USA,2023,Race,2023-10-22,19:00:00,2023-10-22,21:00:00,-05:00:00,16,0,2,25.2,11,no_points
2,L SARGEANT,USA,2023,Race,2023-10-22,19:00:00,2023-10-22,21:00:00,-05:00:00,16,0,2,25.2,11,no_points
3,D RICCIARDO,AUS,2023,Race,2023-10-22,19:00:00,2023-10-22,21:00:00,-05:00:00,14,0,2,25.4,14,no_points
